Vol,mu
0.021039695,-0.00176691
0.013676577,0.002701397
0.013013326,0.001780665
0.026353648,-0.000547684
0.025631429,-0.002901893
0.026252457,-0.000346025
0.025426325,-0.00244151
0.047983008,0.001905576
0.053640698,0.002171
0.019510007,0.00233189
0.019510007,0.00233189
0.02688833,0.003865439
0.022329271,0.004749218
0.02367365,-0.002024805
0.022189198,-0.001682831
0.022189198,-0.001682831
0.023963187,-0.001858255
0.020472782,-1.28E-05
0.019272339,0.000176998
0.016605124,0.001893488
0.015523461,0.001727827
0.015895689,0.002156297
0.015523461,0.001727827
0.016259025,0.002125594
0.023113419,0.002956263
0.022848377,0.003490137
0.022519094,0.002862058
0.020843704,-0.000215857
0.020843704,-0.000215857
0.020539664,-0.000213408
0.016498648,0.000296298
0.01826075,0.000665958
0.017468775,0.000381261
0.029683075,0.00235535
0.020438146,0.001212162
0.019219717,0.000748233
0.020514826,0.000697871
0.023996838,1.69E-05
0.026344089,-0.000259087
0.025224143,0.00037574
0.026414163,0.000392563
0.032919029,0.000121795
0.032269551,0.000547651
0.032722145,0.000488946
"Error : Exiting
","Error : Exiting
"
0.019227186,-0.000275956
0.019540369,-0.000794652
0.016570718,0.000658237
0.016682085,0.000469064
0.035560912,-0.003167106
0.03421581,-0.002792676
0.026941544,-0.002375874
0.042317887,0.00094114
0.042317887,0.00094114
0.043279206,0.000867031
0.047732542,0.003859208
0.021099753,-0.002739577
0.021099753,-0.002739577
0.014665372,-0.001740606
0.016673996,-0.00197968
0.016357043,-0.001709399
0.023078075,0.00036526
0.023610758,0.000555599
0.023016763,0.001017585
0.023690851,0.001866713
0.026003062,0.003321412
0.02017351,0.001011093
0.02017351,0.001011093
0.019310883,0.000290488
0.016671425,0.001809304
0.019693868,2.63E-05
0.017739634,0.001938908
0.016766468,0.002587834
0.016766468,0.002587834
0.030178568,-0.002837975
0.031882956,-0.003663169
0.031882956,-0.003663169
0.032891583,-0.003736171
0.031882956,-0.003663169
0.027424714,-0.001099273
0.02598384,-0.001908894
0.021841398,-0.002435877
0.019531456,-0.001213293
0.023569992,-0.000517526
0.030510525,-0.002124783
0.028640199,-0.00217768
0.014233646,-0.000280163
0.019180643,-0.000563907
0.017785981,-0.001636098
0.014233646,-0.000280163
0.036797387,0.000750553
0.030284126,0.001659283
0.05077239,-0.005522831
0.028497588,-0.0016042
0.028840825,0.001013972
0.028840825,0.001013972
0.026123993,0.000282295
0.028840825,0.001013972
0.025848993,0.001248897
0.025848993,0.001248897
0.01485543,0.001358559
0.014853608,0.000864792
0.045216332,0.000246414
0.032679407,-0.002340134
0.028501494,-0.001037496
0.01447488,0.002420192
0.01447488,0.002420192
0.01447488,0.002420192
0.014917626,0.00284205
0.013717365,0.002217059
0.013744409,0.001342336
0.013351319,0.002221885
0.01346341,0.002781903
0.034632749,0.001472956
0.032064645,0.000128445
0.033427393,-0.000400249
0.018971111,-0.001639619
0.021040508,-0.000787689
0.016517675,0.002871979
0.056089675,-0.014109717
0.061611606,-0.014443324
0.064178411,-0.013389871
0.057429636,-0.013049704
0.017208607,0.001929365
0.018466535,0.001654531
0.02288106,-0.001480266
0.018009228,-0.001134381
0.018009228,-0.001134381
0.013676577,0.002701397
0.012282919,0.002259411
0.014522954,0.00233324
0.026353648,-0.000547684
0.025009865,-0.00257814
0.025808643,-0.001934481
0.025601027,0.002566885
0.027006608,0.003191282
0.0322788,0.006649794
0.031879513,0.006967558
0.031811619,0.005797274
0.025786967,0.005955351
0.022618348,0.004859158
0.025786967,0.005955351
0.025786967,0.005955351
0.021642717,-0.002354081
0.022189198,-0.001682831
0.023434562,-0.000901275
0.02172556,-0.001028361
0.020177568,0.000325907
0.021642717,-0.002354081
0.022189198,-0.001682831
0.023350545,-0.001717177
0.018292857,0.000669758
0.019891552,-9.73E-05
0.016044517,0.001737866
0.016067451,0.002104538
0.015523461,0.001727827
0.021466109,0.00246562
0.023113419,0.002956263
0.024859148,0.001822393
0.023359564,0.004462204
0.023359564,0.004462204
0.022796147,0.003940842
0.025010213,0.001962369
0.020843704,-0.000215857
0.020139161,-0.001626445
0.020316064,-0.000857082
0.021369909,-0.000984789
0.020843704,-0.000215857
0.016503893,0.000902799
0.016498648,0.000296298
0.01826075,0.000665958
0.018141896,0.001094098
0.019488692,0.001746597
0.027303831,0.001876706
0.02173198,0.001663427
0.020703037,0.001096558
0.019390647,0.00083904
0.01856374,0.000819593
0.033123074,0.000161059
0.023129126,-0.000753716
0.02211098,-0.001311623
0.023996838,1.69E-05
0.022252405,-0.00064381
0.032810232,-0.00036347
0.070023033,-0.002285761
0.131106146,0.004922824
0.071640261,-0.002285642
0.066242787,0.003176049
0.070023033,-0.002285761
0.018208496,-0.001258166
0.019540369,-0.000794652
0.019227186,-0.000275956
0.028311569,-0.002314183
0.029316326,-0.0020876
0.029933638,-0.002640451
0.03421581,-0.002792676
0.029933638,-0.002640451
0.043279206,0.000867031
0.044200091,0.001070427
0.042611017,0.000454985
0.047732542,0.003859208
0.021099753,-0.002739577
0.015629795,-6.01E-05
0.020073205,-0.001613127
0.016357043,-0.001709399
0.023562861,0.000320968
0.024198903,0.000338215
0.024198903,0.000338215
0.026003062,0.003321412
0.024250681,0.002804028
0.019891603,0.000751544
0.019345129,0.001178465
0.016671425,0.001809304
0.019273595,0.001153829
0.019891603,0.000751544
0.019693868,2.63E-05
0.015751555,0.003253848
0.016447549,0.00287266
0.016965145,0.002726155
0.016766468,0.002587834
0.016965145,0.002726155
0.031882956,-0.003663169
0.030178568,-0.002837975
0.033238058,-0.003388053
0.033795005,-0.003304044
0.030510525,-0.002124783
0.027424714,-0.001099273
0.028640199,-0.00217768
0.022754067,-0.001054547
0.022754067,-0.001054547
0.030510525,-0.002124783
0.027424714,-0.001099273
0.022754067,-0.001054547
0.013870782,-0.000449589
0.018789244,-0.000960856
0.020846333,-0.001657738
0.034938578,0.001912465
0.029041795,0.001266758
0.034490296,0.001850209
0.049980699,-0.004325732
0.024296098,-0.000663725
0.023495889,-0.000676717
0.026123993,0.000282295
0.026706891,0.000548153
0.026277685,-8.07E-05
0.026706891,0.000548153
0.024357066,0.001671773
0.014663384,0.001438234
0.014663384,0.001438234
0.026901655,-0.000322355
0.026234884,0.00076277
0.032261943,-0.002395311
0.02324688,0.00024139
0.017926452,0.002735739
0.01447488,0.002420192
0.014917626,0.00284205
0.012873561,0.002382592
0.012545671,0.001306546
0.012796151,0.002228362
0.032064645,0.000128445
0.035001438,0.000312351
0.035001438,0.000312351
0.035001438,0.000312351
0.032064645,0.000128445
0.018971111,-0.001639619
0.018793026,-0.001106508
0.013315014,0.001636568
0.017051639,0.002148602
0.01586681,0.002260024
0.015688324,0.002036917
0.015688324,0.002036917
0.015351856,0.001580304
0.019123499,0.002505058
0.016973391,0.002394414
0.063639719,-0.014710408
0.06265663,-0.010896742
0.062108956,-0.014358294
0.016458897,0.002128424
0.017877251,0.001698898
0.017916452,0.001941985
0.021968569,-0.001852933
0.013532631,0.001898993
0.014522954,0.00233324
0.012815899,0.002440507
0.013013326,0.001780665
0.013278055,0.00213655
0.025674543,-0.00128853
0.026252457,-0.000346025
0.025808643,-0.001934481
0.026009727,-5.30E-05
0.027006608,0.003191282
0.027006608,0.003191282
0.027006608,0.003191282
0.020713292,0.002809032
0.0322788,0.006649794
0.037186849,0.005217032
0.026875034,0.004561639
0.022618348,0.004859158
0.029984908,0.005495798
0.021642717,-0.002354081
0.021642717,-0.002354081
0.022189198,-0.001682831
0.02258261,-0.001270211
0.023963187,-0.001858255
0.020472782,-1.28E-05
0.020127131,-0.000326257
0.019891552,-9.73E-05
0.020047577,9.31E-05
0.016223265,0.001608675
0.01646776,0.001134679
0.015523461,0.001727827
0.016605124,0.001893488
0.016589036,0.001634975
0.016615745,0.001344669
0.015895689,0.002156297
0.025010213,0.001962369
0.02308294,0.001126778
0.023450005,0.004133948
0.023450005,0.004133948
0.023359564,0.004462204
0.022904657,0.003689681
0.025010213,0.001962369
0.021923714,-0.00124445
0.021923714,-0.00124445
0.019761199,-0.001098383
0.017351002,0.000364054
0.017496116,0.001156141
0.016410678,0.000761126
0.016410678,0.000761126
0.017351002,0.000364054
0.01826075,0.000665958
0.018034358,0.000694101
0.016410678,0.000761126
0.019488692,0.001746597
0.031114342,0.002460818
0.019777225,0.001223544
0.023991314,-2.41E-05
0.023129126,-0.000753716
0.023996838,1.69E-05
0.032511312,0.00024954
0.017571588,0.002668136
"Error : Exiting
","Error : Exiting
"
0.020174305,-0.000477616
0.019394139,-0.000587085
0.030487631,-0.002332198
0.030487631,-0.002332198
0.033109664,-0.002721785
0.047293345,0.003762453
0.042317887,0.00094114
0.045569734,0.000421742
0.045569734,0.000421742
0.043279206,0.000867031
0.043279206,0.000867031
0.045384906,0.003797071
0.046323947,0.003186198
0.047273185,0.001741911
0.047343141,0.002185111
0.045367672,0.000190963
0.01678435,-0.001088713
0.017347023,-0.000948095
0.024452259,-8.31E-05
0.026003062,0.003321412
0.025391343,0.002263355
0.026003062,0.003321412
0.018679363,0.000747554
0.016671425,0.001809304
0.019891603,0.000751544
0.016671425,0.001809304
0.018715819,0.000191575
0.015751555,0.003253848
0.015751555,0.003253848
0.016674263,0.002950546
0.018116558,0.002435106
0.016844084,0.002193573
0.015751555,0.003253848
0.032762264,-0.003571051
0.033352132,-0.003583195
0.03028088,-0.001980051
0.030133699,-0.002290228
0.02598384,-0.001908894
0.027424714,-0.001099273
0.028640199,-0.00217768
0.020766451,-0.001207644
0.019531456,-0.001213293
0.030510525,-0.002124783
0.027424714,-0.001099273
0.019531456,-0.001213293
0.019531456,-0.001213293
0.020913792,-0.002442603
0.020913792,-0.002442603
0.020913792,-0.002442603
0.028604201,-0.002232803
0.028604201,-0.002232803
0.017866528,-0.001272341
0.025944253,-0.001409766
0.03429247,0.001119455
0.033410266,0.002116516
0.033759119,0.001626695
0.034717828,0.002474416
0.053127885,-0.004032928
0.051383267,-0.005352624
0.041493558,-0.002412682
0.027345364,-0.00110895
0.027876254,-0.000294505
0.024357066,0.001671773
0.026123993,0.000282295
0.023834473,-0.000505085
0.02153962,-0.000112113
0.027906657,0.000975779
0.01485543,0.001358559
0.025122644,-5.66E-05
0.096264813,-0.003134098
0.028501494,-0.001037496
0.015290788,0.002671406
0.013459133,0.00244258
0.014046624,0.002380816
0.014917626,0.00284205
0.013060471,0.002687536
0.035001438,0.000312351
0.033394794,0.000753916
0.035001438,0.000312351
0.018793026,-0.001106508
0.018793026,-0.001106508
0.02015949,-0.000789567
0.014593543,0.002890412
0.015796616,0.001567286
0.016973391,0.002394414
0.063639719,-0.014710408
0.065901971,-0.009763233
0.061485062,-0.010753427
0.066919104,-0.013728174
0.059770323,-0.014541259
0.016458897,0.002128424
0.018466535,0.001654531
0.021442377,-0.001758321
0.02288106,-0.001480266
0.02262132,-0.001780961
0.013676577,0.002701397
0.014522954,0.00233324
0.013278055,0.00213655
0.013278055,0.00213655
0.025592296,-0.001549777
0.026252457,-0.000346025
0.025808643,-0.001934481
0.026252457,-0.000346025
0.025808643,-0.001934481
0.020713292,0.002809032
0.053640698,0.002171
0.027973665,-0.000100332
0.053640698,0.002171
0.031879513,0.006967558
0.032305118,0.006736225
0.022618348,0.004859158
0.026875034,0.004561639
0.030062345,0.005357158
0.021484213,-0.001546755
0.022189198,-0.001682831
0.023963187,-0.001858255
0.01998829,-3.84E-05
0.020472782,-1.28E-05
0.019272339,0.000176998
0.016637751,0.002081063
0.016223265,0.001608675
0.016067451,0.002104538
0.022748815,0.001940044
0.023450005,0.004133948
0.023450005,0.004133948
0.022242147,0.002918978
0.022242147,0.002918978
0.022848377,0.003490137
0.023540955,0.000982888
0.021369909,-0.000984789
0.020739317,-0.001210075
0.019761199,-0.001098383
0.019741438,-0.000639853
0.016468491,0.000358856
0.016503893,0.000902799
0.020438146,0.001212162
0.023478599,0.002747033
0.031114342,0.002460818
0.021129812,0.001042508
0.020794571,0.001238119
0.020514826,0.000697871
0.01856374,0.000819593
0.022252405,-0.00064381
0.023507132,0.00068857
0.031978691,0.001987137
0.032722145,0.000488946
0.032722145,0.000488946
0.032722145,0.000488946
0.071640261,-0.002285642
0.019227186,-0.000275956
0.03421581,-0.002792676
0.046161305,0.004428831
0.042317887,0.00094114
0.042317887,0.00094114
0.042317887,0.00094114
0.047732542,0.003859208
0.01678435,-0.001088713
0.02017262,-0.000451235
0.02017262,-0.000451235
0.01678435,-0.001088713
0.017040583,-0.001880509
0.023935844,0.000528234
0.026271865,0.003066054
0.026229904,0.002805746
0.025391343,0.002263355
0.016671425,0.001809304
0.019891603,0.000751544
0.01949662,-0.000487643
0.02017351,0.001011093
0.020156459,-0.000297464
0.019273595,0.001153829
0.018630274,0.002839531
0.016766468,0.002587834
0.016021169,0.002903422
0.016021169,0.002903422
0.018116558,0.002435106
0.029701411,-0.002202576
0.03431556,-0.003916796
0.030178568,-0.002837975
0.032891583,-0.003736171
0.032891583,-0.003736171
0.019531456,-0.001213293
0.023569992,-0.000517526
0.022754067,-0.001054547
0.019531456,-0.001213293
0.021841398,-0.002435877
0.023058992,-0.002243061
0.020766451,-0.001207644
0.017866528,-0.001272341
0.022744108,-0.000788504
0.034717828,0.002474416
0.032883264,0.001135388
0.033793548,0.001347804
0.054014101,-0.004688729
0.023486972,-0.000522314
0.026014509,0.001746421
0.024357066,0.001671773
0.026123993,0.000282295
0.024417283,-0.000602725
0.024417283,-0.000602725
0.01485543,0.001358559
0.01485543,0.001358559
0.032679407,-0.002340134
0.032486072,-0.001668144
0.015181511,0.002702002
0.013717365,0.002217059
0.015225284,0.002604183
0.012545671,0.001306546
0.013170131,0.002857262
0.035001438,0.000312351
0.034142128,0.001050641
0.021040508,-0.000787689
0.018526953,0.002308256
0.015796616,0.001567286
0.015796616,0.001567286
0.065901971,-0.009763233
0.062108956,-0.014358294
0.017453146,0.001398805
0.016804843,0.001931678
0.017222546,0.001681994
0.017453146,0.001398805
0.02421339,0.000527712
0.019913324,0.000780559
0.01951193,-3.25E-06
0.014743365,-0.002186376
0.014532232,-0.002255452
0.017300222,-0.002702714
0.021527299,-0.002083078
0.025369374,0.001541528
0.025656323,3.27E-05
0.027615543,0.001212994
0.025739238,0.001610723
0.027285909,0.000941173
0.031218864,0.002778017
0.023723268,-0.000466121
0.030917635,0.002780624
0.030917635,0.002780624
0.030917635,0.002780624
0.029963646,0.000200986
0.024425065,0.000410343
0.022704218,-0.002528607
0.022704218,-0.002528607
0.023033679,-0.001770016
0.021962585,-0.001197626
0.024427167,-0.001647033
0.023882342,-0.001472742
0.0242523,-0.000397211
0.018948098,0.000946058
0.020325589,0.00135166
0.040339075,-0.002775545
0.041391148,-0.005432427
0.041064051,-0.004888004
0.041391148,-0.005432427
0.036065392,-0.003567148
0.036065392,-0.003567148
0.038277302,-0.003178403
0.042457351,0.000180307
0.027187336,0.000589174
0.023285491,-0.001274499
0.023864599,-0.002263006
0.02654489,-0.001590697
0.020357342,-0.000183858
0.026684989,-0.001369498
0.021835702,-2.30E-05
0.021048805,0.000377604
0.021048805,0.000377604
0.018156479,-0.001762022
0.018156479,-0.001762022
0.02868425,-0.003269257
0.027441996,-0.000767929
0.025503793,-0.002741745
0.026173021,-0.003008737
0.018964244,-0.000172232
0.027099631,-0.001437148
0.021679128,-0.001586447
0.019022242,-0.0012758
0.019022242,-0.0012758
0.019971794,-0.002256381
0.036883527,-0.001665599
0.036883527,-0.001665599
0.036281824,-0.001331304
0.037320329,0.001511461
0.029811407,-0.003500643
0.027096624,-0.004093641
0.027104446,-0.004568489
0.027319135,-0.002796475
0.029186484,-0.003599269
0.0581618,-0.003310393
0.065601588,-0.003428865
0.045856412,-0.005276562
0.053099791,-0.005639638
0.086387436,-0.003795665
0.032623716,-0.00488289
0.032623716,-0.00488289
0.01817648,0.000436554
0.018926833,0.001825678
0.01606274,-0.0005307
0.016620497,0.000353946
0.017171997,5.54E-05
0.016620497,0.000353946
0.034546328,-0.003596338
0.033765263,-0.00408578
0.033765263,-0.00408578
0.046544015,-0.002063912
0.033728547,-0.002856377
0.034393867,-0.002841442
0.036244657,-0.003006449
0.046544015,-0.002063912
0.036959966,-0.004430557
0.023008661,-0.000742516
0.023150029,-0.000843986
0.02515296,0.000795171
0.027607512,0.000798411
0.027607512,0.000798411
0.025237937,-0.002827027
0.032660884,0.00318625
0.03562015,0.001220928
0.035686133,-0.002194988
0.035224653,-0.001284858
0.035224653,-0.001284858
0.03369395,-0.000966113
0.038464826,-0.001054968
0.038921773,-0.001661526
0.019642383,0.000550808
0.031412825,-0.003895763
0.014172773,0.003489947
0.014172773,0.003489947
0.013384328,0.002723278
0.015109504,0.001971126
0.02561651,-0.000269888
"Error : Exiting
","Error : Exiting
"
0.040486178,-0.002116088
0.042382117,-0.003128543
0.036325476,-0.001027807
0.043745255,-0.003289547
0.020944422,2.26E-05
0.020600286,-0.000839456
0.018847344,-0.001777406
0.024237538,-0.000932327
0.021760842,-0.000400292
0.021677871,-0.000808003
0.018847344,-0.001777406
0.026129375,-0.002011458
0.026129375,-0.002011458
0.097613706,-0.009863525
0.097613706,-0.009863525
0.091650982,-0.0129991
0.10653522,-0.01373979
0.098132548,-0.010890159
0.105178006,-0.015624242
0.021658424,0.002102074
0.021773028,0.002577311
0.022005569,0.001084231
0.01951193,-3.25E-06
0.024813426,0.000659507
0.024762441,0.000570861
0.020061712,0.000569401
0.022086689,-0.001500846
0.018624989,-0.001814257
0.025739238,0.001610723
0.025739238,0.001610723
0.02682271,0.001243818
0.026295452,-6.01E-05
0.028746468,0.001729674
0.025266424,-3.53E-06
0.024861125,-0.000302946
0.023777347,0.000110232
0.030597663,0.000249786
0.029462804,0.00075197
0.031830427,0.001002219
0.031305721,-0.002215111
0.031589253,-0.002496631
0.021818105,-0.002279829
0.022041763,-0.003217432
0.023447267,-0.001647091
0.020308474,-0.002567089
0.020308474,-0.002567089
0.021962585,-0.001197626
0.021818105,-0.002279829
0.024427167,-0.001647033
0.025374416,-0.000955238
0.025227294,-0.000986355
0.026790749,-0.000772322
0.018816961,7.87E-05
0.019602651,-9.33E-05
0.020069013,0.00252756
0.020069013,0.00252756
0.019602651,-9.33E-05
0.018948098,0.000946058
0.020325589,0.00135166
0.035859076,-0.003692978
0.033296879,-0.004381777
0.041494857,-0.002905248
0.039691961,-0.003984385
0.042015926,1.96E-05
0.036603414,-0.00205671
0.03517448,-0.002583561
0.020617767,-0.000640844
0.019470168,-0.00026731
0.019470168,-0.00026731
0.02462444,-0.002495692
0.021835702,-2.30E-05
0.020617561,-0.000914561
0.024933565,0.000351855
0.021342108,-0.001497828
0.02711466,-0.001911029
0.029617128,-0.000869116
0.026944148,-0.003175573
0.022241804,-0.001580832
0.022241804,-0.001580832
0.021679128,-0.001586447
0.019022242,-0.0012758
0.019299375,-1.65E-05
0.018864127,3.78E-05
0.021913208,-0.003070887
0.036666862,-0.002116952
0.036666862,-0.002116952
0.036883527,-0.001665599
0.036150299,-0.002188927
0.036281824,-0.001331304
0.036281824,-0.001331304
0.033862226,0.001322854
0.033862226,0.001322854
0.036883527,-0.001665599
0.030401803,-0.002626828
0.029779224,-0.001507772
0.026433944,-0.004650622
0.030482108,-0.002808694
0.0581618,-0.003310393
0.061782261,-0.003872552
0.053099791,-0.005639638
0.033084071,-0.0024809
0.086387436,-0.003795665
0.092348764,-0.002859517
0.032623716,-0.00488289
0.030389221,-0.005167639
0.030389221,-0.005167639
0.033233396,-0.003416283
0.01817648,0.000436554
0.018346218,0.0008037
0.01856758,0.00134579
0.018378516,0.001635742
0.016490186,-0.000399089
0.016620497,0.000353946
0.018032948,0.000718007
0.034011885,-0.001353674
0.035487304,-0.004294896
0.034497025,-0.003114953
0.03367281,-0.002536977
0.036554725,-0.004363422
0.039081052,-0.004134457
0.033728547,-0.002856377
0.033728547,-0.002856377
0.033728547,-0.002856377
0.034393867,-0.002841442
0.034995256,-0.003222206
0.022909284,-0.00103273
0.022909284,-0.00103273
0.02500471,-0.001830402
0.02515296,0.000795171
0.028126255,-0.002219317
0.036379482,0.002717054
0.036379482,0.002717054
0.031197332,0.001956749
0.03369395,-0.000966113
0.038464826,-0.001054968
0.038464826,-0.001054968
0.036637075,-0.002266446
0.038464826,-0.001054968
0.040228596,-0.001829818
0.0174983,0.001236077
0.020333413,0.000406564
0.0174983,0.001236077
0.036416086,-0.002942688
0.034978931,-0.004160614
0.036774606,-0.005904083
0.015109504,0.001971126
0.016331742,0.003354994
0.013562702,0.000868409
0.015654342,0.002763503
0.020650195,5.68E-05
0.02561651,-0.000269888
0.021729268,-0.000673968
0.018427726,0.000308485
0.041538707,-0.00202223
0.036325476,-0.001027807
0.040321671,-0.003122808
0.0220901,-0.000198688
0.021016657,0.000150707
0.020600286,-0.000839456
0.021406141,-0.001197596
0.018847344,-0.001777406
0.026294186,-0.000948431
0.025398319,-0.001671747
0.026129375,-0.002011458
0.099049126,-0.009339526
0.096127989,-0.022466651
0.096104022,-0.008860538
0.098591366,-0.013187525
0.098132548,-0.010890159
0.110900785,-0.021817347
0.105178006,-0.015624242
0.179289782,-0.016577163
0.020555738,0.00127615
0.020099019,0.001557127
0.021856995,0.000695227
0.023421646,0.000289174
0.022218771,1.85E-05
0.022162271,-0.000915893
0.021889075,-0.001034615
0.022584807,-0.001331926
0.017300222,-0.002702714
0.022584807,-0.001331926
0.025739238,0.001610723
0.02682271,0.001243818
0.026295452,-6.01E-05
0.023777347,0.000110232
0.025153509,-0.000644185
0.030597663,0.000249786
0.024425065,0.000410343
0.031305721,-0.002215111
0.031589253,-0.002496631
0.032458259,-0.003253531
0.021818105,-0.002279829
0.021962585,-0.001197626
0.024427167,-0.001647033
0.025434659,-0.001364011
0.022627259,-0.001665074
0.023882342,-0.001472742
0.025227294,-0.000986355
0.026007102,-0.001972221
0.018816961,7.87E-05
0.019336177,0.000394953
0.020312847,0.001501584
0.019602651,-9.33E-05
0.017757562,9.07E-07
0.019861117,0.001606794
0.019840665,0.001267321
0.020268366,0.00185103
0.020038841,0.002294285
0.033382901,-0.003450694
0.033296879,-0.004381777
0.041494857,-0.002905248
0.04086826,-0.003046774
0.036065392,-0.003567148
0.036065392,-0.003567148
0.03448295,-0.004100694
0.036968004,-0.003593778
0.042015926,1.96E-05
0.042015926,1.96E-05
0.023844747,-0.002309493
0.023692484,-0.002280485
0.02654489,-0.001590697
0.019470168,-0.00026731
0.02654489,-0.001590697
0.02656341,3.16E-05
0.026691409,-0.000588043
0.021058101,-0.000751542
0.021835702,-2.30E-05
0.021907452,-0.000580167
0.021048805,0.000377604
"Error : Exiting
","Error : Exiting
"
0.023774879,-0.000796862
0.02868425,-0.003269257
0.026584322,-0.001202544
0.026370173,-0.001583086
"Error : Exiting
","Error : Exiting
"
0.022241804,-0.001580832
0.021679128,-0.001586447
0.019299375,-1.65E-05
0.031869953,0.000193969
0.036883527,-0.001665599
0.036883527,-0.001665599
0.035301652,0.001125193
0.038537961,-0.001354177
0.027096624,-0.004093641
0.027104446,-0.004568489
0.027203883,-0.003732609
0.060571277,-0.003040436
0.054456919,-0.005286935
0.053099791,-0.005639638
0.030389221,-0.005167639
0.031861021,-0.00428637
0.033233396,-0.003416283
0.028658665,-0.003961233
0.033233396,-0.003416283
0.018032948,0.000718007
0.016620497,0.000353946
0.017396691,-0.000757442
0.034570202,-0.0035624
0.034570202,-0.0035624
0.036554725,-0.004363422
0.036554725,-0.004363422
0.039081052,-0.004134457
0.046544015,-0.002063912
0.033728547,-0.002856377
0.033728547,-0.002856377
0.034995256,-0.003222206
0.036554725,-0.004363422
0.033728547,-0.002856377
0.034664025,-0.002866689
0.022909284,-0.00103273
0.027607512,0.000798411
0.017298127,0.001461227
0.025119247,0.000922879
0.028126255,-0.002219317
0.036379482,0.002717054
0.039284227,-0.001700454
0.03369395,-0.000966113
0.03369395,-0.000966113
0.038464826,-0.001054968
0.039284227,-0.001700454
0.0174983,0.001236077
0.015518548,-0.000166601
0.031473105,-0.004603958
0.036191995,-0.003851505
0.035569324,-0.005370421
0.017138992,0.00344925
0.015363864,0.002918009
0.013384328,0.002723278
0.016331742,0.003354994
0.020761877,-0.001011454
0.020650195,5.68E-05
0.019608453,-0.000501525
"Error : Exiting
","Error : Exiting
"
0.036694081,-0.001702936
0.036325476,-0.001027807
0.021745896,-0.000509532
0.02250138,9.57E-06
0.02250138,9.57E-06
0.02250138,9.57E-06
0.021745896,-0.000509532
0.020509403,-0.000923149
0.021760842,-0.000400292
0.018847344,-0.001777406
0.023116419,-0.001038168
0.026506481,-0.001557077
0.018847344,-0.001777406
0.096899062,-0.008880148
0.020555738,0.00127615
0.023844922,0.003011463
