,Vol_Ratio
11,0.5816741811869941
58,1.30911279894907
94,0.7768488456291501
130,1.622264517954208
174,1.7220018058549298
206,1.6807317441005074
248,0.7228624005444555
294,0.29040098561771116
342,0.9257100098990885
389,1.1602237742859474
419,0.7526244651732213
448,0.750212604424931
499,1.0381927323549907
517,0.9910540042890812
540,0.5337132689890086
560,1.0400803700147603
571,0.1036691948915042
644,1.0202449702531513
657,0.9183724434499326
680,1.5024632552449708
682,2.1835432375607478
701,1.4628482741016156
719,0.7363515990578654
787,0.8803281481156912
843,1.2333770143382352
880,0.6039473692363143
921,2.46298999866373
956,0.6703420410638568
1056,1.2563060818560716
1074,1.2869152816116602
1075,0.7931655133972589
1101,0.759258496914184
1119,1.7231668455229319
1140,0.7421806926749687
1141,0.8027689883528994
1142,0.9236200375889194
1178,0.7795164327957258
1206,1.8724565432699298
1235,1.184311312521845
1239,1.0788721090613074
1265,0.46719200982910425
1316,0.7696451861121588
1347,1.5129744360965112
1365,1.86295790266828
1412,0.7427375055492026
1451,0.63547121736791
1485,1.1767677240513603
1515,1.30911279894907
1524,0.7768488456291501
1551,1.9365149931578582
1564,0.6764539825924627
1602,0.8532495811472813
1638,1.543680725979856
1673,0.8745789453591578
1691,0.9753643636359153
1727,1.2972781964340734
1753,1.85550875606914
1762,1.0055330951793022
1801,1.433507934433816
1819,0.7397145924807146
1828,0.9895816570997568
1829,0.7820200158557865
1839,1.0139150276647628
1853,0.23727107070800516
1886,1.4347863263301708
1910,0.16902225152134828
1928,0.9220746702370696
1929,1.7121842075147125
1947,1.2482536705900844
1972,0.7931152498129895
1983,0.6082649934287484
2008,0.7502598489306656
2035,1.1920917637119848
2044,1.07879748509449
2078,0.6656682644497668
2113,0.9569242594431295
2123,0.8225892931719923
2133,1.1254881189221688
2158,0.8100931314652141
2179,0.7421806926749687
2180,0.6715423268185536
2192,0.48693993735700686
2214,3.276055145921217
2237,0.7964745428005549
2247,1.1984085237572937
2298,0.7662518669326221
2300,0.7662518669326221
2311,1.5129744360965112
2330,0.8263756518237217
2372,0.6871538480864283
2390,1.57757327320874
2397,1.2991111128725332
2420,1.2349917880624095
2428,0.817730684530446
2440,1.9365149931578582
2455,0.6764539825924627
2485,0.8532495811472813
2501,1.543680725979856
2520,0.29040098561771116
2537,0.9075237027276396
2578,0.9153735836020365
2598,2.1576830509059186
2614,1.2649422919674678
2636,1.433507934433816
2642,0.6308873158624669
2652,0.7820200158557865
2663,1.16509461903334
2670,0.23946749734599312
2681,0.9677246650680104
2685,0.40272621968936856
2696,0.6725616973554561
2698,2.210044424584918
2700,2.1835432375607478
2719,1.190231721732678
2737,1.0408167546404956
2745,0.6082649934287484
2759,0.7502598489306656
2781,1.1920917637119848
2797,1.013188926231764
2834,1.0236621179430245
2871,1.202886297190314
2904,1.3116065497886369
2921,1.2406067336996984
2932,1.0120674015025373
2936,1.7095596815851464
2937,0.7421806926749687
2946,0.457652347596145
2959,0.49836206867887217
2969,0.997553149702144
2974,1.57305427060646
3012,0.7662518669326221
3026,2.1225840974698786
3038,0.5907034699618562
3048,0.707680487338105
3058,1.57757327320874
3069,1.237863690561142
3085,1.30911279894907
3092,0.3359201269873468
3093,0.817730684530446
3103,2.07465291131033
3118,0.697398022133628
3129,0.8532495811472813
3148,1.6026797335801835
3161,0.29040098561771116
3173,0.733527712289
3200,1.155141204024289
3216,1.85550875606914
3226,1.1496787188626416
3253,1.2911367749126086
3281,0.5268697008828357
3298,1.0774916628495708
3351,1.0400803700147603
3365,0.23752842842135238
3381,1.0202449702531513
3387,0.3962625438616325
3411,1.5024632552449708
3413,1.5024632552449708
3448,1.2113323542734866
3455,1.0025998400804361
3461,0.8543932826347413
3475,1.4730737503756584
3493,1.0447345351381006
3502,1.0202392911147995
3577,0.7389339664670925
3594,1.202886297190314
3604,0.2628014893064388
3633,1.7005667790377568
3640,0.6574425532218557
3644,1.7106534914028804
3645,0.7402963655883072
3654,0.457652347596145
3674,1.8724565432699298
3694,0.8420373470715392
3699,1.6135063947942991
3739,1.6726734596869037
3765,1.0423733833936417
3773,0.5854475442257019
3779,0.707680487338105
3804,1.3075122639240535
3827,1.2777045502434905
3868,1.6030859369795052
3903,1.154130312287209
3927,0.5601886606456628
3963,1.1595200221012962
3997,1.0191886149519294
4030,1.0082138947543096
4069,2.0150679962038063
4126,0.730088761313102
4175,0.8569457522765852
4205,0.6357028013184197
4223,1.0529517712786027
4279,2.4540078503911333
4299,0.38401375201442445
4316,1.1135281049317318
4337,1.3109717490901789
4352,0.604515849204131
4390,0.6609930562367891
4403,0.6398195923768701
4417,1.31477537776681
4419,1.697446351800157
4445,0.7323504883583546
4465,0.7823034081821703
4512,0.6448484014776138
4578,1.2347574414377935
4614,0.8809586780264973
4661,0.74445783692984
4704,0.9844066059195834
4798,1.0851623498832303
4810,0.9703690248078177
4840,1.0375012066038531
4865,0.9293679068454539
4883,0.3568715747127354
4920,0.8874837878299093
4936,1.5987525691289075
4978,0.7286197531322265
5004,0.7833861867257318
5047,0.30592822445571705
5076,1.7471211354248422
5093,1.1062684341963636
5116,1.708387351381667
5148,1.0232464734278193
5166,1.011306175487672
5195,0.3555625884730786
5201,0.5773758832348388
5220,1.7290317865355198
5233,1.0591374836916188
5262,1.140514218968354
5302,1.716273093958539
5338,1.4593816684023788
5370,1.1470887916330532
5395,0.8486797433860883
5421,0.7625492208347245
5440,1.6147900819166434
5481,2.4540078503911333
5500,1.2700976445074528
5507,1.3627882383907588
5519,1.2085606049965714
5536,1.4366832091340889
5563,0.6609930562367891
5588,1.7343866488759003
5607,1.0976454035027394
5609,1.697446351800157
5632,0.8530900539297424
5648,1.2879998499927696
5664,0.6101342445121297
5691,1.2444401895652124
5692,1.2444401895652124
5708,1.0036971866252957
5727,1.264976331919413
5743,0.9844066059195834
5787,0.7096341339996523
5799,0.9703690248078177
5810,0.6476849771992385
5831,0.3858420199516663
5847,0.3568715747127354
5848,0.6034220247480986
5866,1.142597032423457
5888,0.9212726819864976
5923,1.2475241606485148
5934,0.4451590376865457
5970,0.30592822445571705
5982,1.0438969539674579
5995,1.4426756882980472
6017,0.6555197156219562
6038,1.099820693477695
6043,0.9728425479857976
6059,0.25190005513344105
6066,0.5773758832348388
6079,1.7290317865355198
6087,1.0591374836916188
6104,1.140514218968354
6122,1.716273093958539
6137,2.0150679962038063
6177,0.6545916290292608
6221,0.759796940140916
6234,0.7625492208347245
6256,1.6147900819166434
6281,2.4540078503911333
6290,1.1911839162777413
6297,1.1135281049317318
6314,0.9225608678187875
6322,1.4366832091340889
6330,0.6609930562367891
6335,1.805897559010863
6353,1.31477537776681
6354,1.31477537776681
6373,0.7323504883583546
6389,1.2966365071467458
6399,0.6101342445121297
6412,0.7606588305377001
6425,1.0418522864466822
6429,1.4862619547418818
6446,2.5297741356621835
6450,0.9844066059195834
6470,0.7096341339996523
6506,1.1453441804379827
6516,0.6476849771992385
6524,0.3858420199516663
6534,0.3568715747127354
6535,0.6034220247480986
6543,1.142597032423457
6569,0.7305737991289879
6582,1.3251336234008066
6598,0.4451590376865457
6639,0.3058856869908504
6646,0.8536338651362352
6661,1.4426756882980472
6674,0.7363490627826987
6684,1.099820693477695
