,Return
11,-0.022484756097560954
58,-0.027795923474338236
59,0.004562449756326581
94,-0.025343953656770446
95,0.010550113036925435
96,-0.019872249822569188
97,-0.0037230081906179935
128,0.007882445843256258
129,0.0045704069730534425
130,-0.0214690810974143
131,-0.0214690810974143
174,-0.0007553373425142063
206,0.0044020485986562274
248,0.0045336787564767
249,0.0
250,0.0
251,0.0341715667311413
294,0.006670138532580916
295,0.008999999999999897
340,0.01108730368695654
341,0.0
342,0.00368259110537017
343,0.0
344,-0.00710175853905981
388,-0.028968714348565405
389,-0.014353125946655054
390,0.03291438194864571
419,-0.02667627974044695
420,-0.02667627974044695
421,-0.02516834545084523
446,0.034410112359550604
447,-0.005972130059721303
448,-0.0033760972316003723
499,-0.022342065575580383
500,-0.009304167043048817
517,0.0066213801467396305
518,-0.011890623609489115
539,-0.03801834713744978
540,0.005376334805970551
541,-0.002967074695726879
542,0.002031407860524581
558,-0.01121251688200875
559,0.006211180124223503
560,0.02268758357797096
571,0.015786339756304946
644,-0.00988725030746751
645,0.012622204444444396
646,-0.02784422569449574
647,-0.018625935687928252
657,0.005557485044894506
658,0.006749555950266384
659,0.003407189097103913
680,0.0006152261221301636
681,0.0006152261221301636
682,-0.042727512012145974
683,0.00398406385839678
701,0.012139318934258236
702,0.012139318934258236
703,-0.03295904914685721
704,0.0
705,0.000879091575091584
718,0.01758241758241752
719,-0.011663110151187928
720,-0.024208612662942275
787,0.030313316406222146
788,0.012970907567297463
843,0.008405084223146453
844,0.008405084223146453
845,-0.028800698852073814
846,-0.021932443747630148
847,0.0
880,0.008944543508245362
881,0.0
882,0.0
921,-0.03471223146446878
922,0.023495779312159737
923,0.023495779312159737
924,0.0
925,0.023495779312159737
955,0.00912694408226411
956,0.004063205417607296
957,0.025100942407034754
958,-0.023912999999999962
959,-0.013363072901422246
960,0.0
961,-0.02048042617095014
1055,-0.016538945274006678
1056,-0.02850063627188404
1057,-0.017452007285375326
1058,-0.016538945274006678
1074,0.0556025200474064
1075,-0.008941619539639678
1101,0.003958760893588931
1119,-0.019896136101499318
1138,-0.009516679188580013
1139,-0.009516679188580013
1140,-0.016714520326076898
1141,-0.009516679188580013
1142,0.0029783816585160494
1143,0.0029783816585160494
1177,0.01196089939418954
1178,0.014243143189083485
1205,-0.01072012850649351
1206,-0.19715564107775518
1207,0.0
1235,-0.015478070974023206
1236,-0.015478070974023206
1237,-0.015478070974023206
1238,0.0
1239,0.014998545589459233
1265,0.0042216092759044255
1266,-0.001996456201647012
1267,0.014869963562327726
1316,-0.024053274101674793
1317,0.0
1318,0.005399622030237694
1347,0.001499300349824928
1348,-0.010101057715196982
1365,0.004812030075187934
1410,0.04900459418070424
1411,0.05828220858895716
1412,0.0
1413,0.025862068965517127
1451,0.00015525865363108515
1452,-0.00697531683654673
1484,0.0
1485,-0.026335003657644407
1486,-0.026335003657644407
1515,-0.027795923474338236
1516,0.023010545870139953
1517,0.0020229399319504626
1524,-0.025343953656770446
1525,0.0
1526,-0.015317286652078876
1550,-0.0008913973900467331
1551,-0.039929879774906696
1564,0.019186843745702342
1565,0.0
1566,0.014462398284637246
1601,-0.010050034555004972
1602,-0.003381304519081141
1603,-0.010050034555004972
1604,-0.010050034555004972
1638,0.01951854261548469
1639,0.0
1640,-0.01846153846153853
1641,-0.014429109159347475
1642,-0.02806583453726874
1643,0.01951854261548469
1644,0.0
1645,0.0
1673,-0.0024988005997002016
1674,0.0020565037503081918
1691,0.009766341123125244
1692,0.0
1693,0.0
1727,0.020808541831322636
1728,-0.028968714348565405
1729,0.006416683505447773
1730,0.0
1731,0.0
1732,-0.020804958195605572
1733,0.0
1750,-0.02667627974044695
1751,0.00750191297824454
1752,-0.0037230452820905535
1753,-0.013138063556233592
1754,-0.02667627974044695
1761,-0.0076548364648573175
1762,0.034410112359550604
1763,-0.005972130059721303
1764,0.005890052356021025
1801,0.04695790118415677
1802,-0.005403319181783162
1803,0.0
1819,0.022436464099599984
1820,0.012458983606557394
1821,0.03133117535052787
1826,-0.014231327048585873
1827,0.008927731878803469
1828,0.012844359403492822
1829,-0.03801834713744978
1830,0.0
1839,0.011874005582136915
1853,-0.006764317925591734
1854,-0.019988577955454057
1855,0.01603671340416457
1856,-0.058857200000000165
1857,-0.006764317925591734
1886,-0.00884952156130614
1887,0.012622204444444396
1888,-0.00988725030746751
1910,0.00888415099090789
1911,0.002817893723772169
1912,0.0
1913,0.006749555950266384
1914,0.0
1927,-0.042727512012145974
1928,0.01054987178548994
1929,0.01944180054693634
1930,0.00398406385839678
1946,0.012139318934258236
1947,0.0
1948,0.009354300080782973
1949,0.000879091575091584
1971,-0.011152369888475677
1972,0.00485870162803459
1973,0.00485870162803459
1983,0.012970907567297463
1984,-0.01203640208197776
2008,-0.0032773453502663585
2009,-0.01335803534730784
2010,-0.021932443747630148
2011,-0.014135702746365109
2012,-0.0032773453502663585
2013,0.0
2035,-0.004060863081585819
2036,-0.018011844282475487
2037,-0.01885512177433546
2038,0.0
2039,-0.01885512177433546
2044,0.023495779312159737
2045,-0.03471223146446878
2046,0.02106088184596122
2047,0.03896105731548771
2076,0.0
2077,0.00912694408226411
2078,-0.02048042617095014
2079,-0.004368546465448708
2080,-0.004368546465448708
2081,0.0
2082,0.00912694408226411
2083,-0.004368546465448708
2112,0.0
2113,0.003997038444821133
2114,-0.009236234622313266
2122,-0.01606237251809206
2123,-0.006397621496023964
2124,0.01215808709512367
2133,0.003105573716901011
2158,-0.005162989270733331
2159,-0.022628189749182126
2179,-0.016714520326076898
2180,-0.016201884929514687
2181,0.010238907849829282
2182,-0.016201884929514687
2183,-0.10081136468214236
2192,0.005160662560346196
2193,0.005160662560346196
2212,-0.04796434918094039
2213,-0.007226355095140469
2214,0.009695556834969699
2215,-0.017403952782482635
2237,-0.0035439751396341146
2238,-0.015478070974023206
2239,0.0
2247,0.014503575168613336
2248,0.017205395797565304
2249,0.006935917932522129
2297,0.0
2298,0.0
2299,0.0
2300,0.0
2301,0.0
2311,0.001499300349824928
2312,0.0
2330,0.01743261544952812
2331,-0.0025437201098975626
2332,0.0006374880255821669
2333,-0.010280312166997652
2334,-0.010280312166997652
2335,-0.0006236669784845938
2336,-0.005459508478631858
2337,0.01707828554198576
2371,0.007727975270479082
2372,-0.02961918194640334
2373,0.011904761904761862
2390,0.004631105350896947
2391,0.014245460014942868
2392,-0.0032517651516952295
2397,-0.0055599285146942234
2419,0.0
2420,0.0020229399319504626
2421,0.013245986439549995
2422,0.004562449756326581
2423,0.0
2427,0.0014858841010401136
2428,-0.019872249822569188
2429,-0.015317286652078876
2430,0.0
2440,-0.039929879774906696
2441,-0.039929879774906696
2442,-0.039929879774906696
2443,0.016729867645332686
2455,0.019186843745702342
2483,-0.00434273701718868
2484,0.022207320487627857
2485,-0.003381304519081141
2486,-0.02761088087663821
2501,0.01951854261548469
2502,0.01951854261548469
2503,0.0
2504,0.0018808777429468737
2505,0.0341715667311413
2520,0.006670138532580916
2521,0.004077471759557971
2522,0.0020565037503081918
2523,0.005612193877550853
2537,0.007024973903230647
2538,0.016537614356087138
2539,0.0
2540,0.01108730368695654
2541,-0.001756199569940109
2542,-0.002048514781546107
2543,0.00368259110537017
2577,0.0
2578,-0.00923199764289917
2579,-0.019073049780659934
2580,-0.019073049780659934
2581,0.0
2582,-0.012618851198557435
2583,0.0
2597,0.02738680002332461
2598,0.02738680002332461
2599,0.0018684230194319085
2612,0.01023192360163705
2613,0.0006506180871830303
2614,0.02350427350427342
2615,0.02350427350427342
2616,0.01023192360163705
2617,-0.005972130059721303
2618,0.02083333333333326
2619,0.02350427350427342
2636,0.04695790118415677
2637,0.013476020610384554
2642,0.006531629440508446
2650,0.03131718209481926
2651,0.008927731878803469
2652,-0.03801834713744978
2663,0.0
2670,0.0045402948615040906
2671,-0.013574604072398078
2681,-0.014541029623650004
2682,-0.00877809004175023
2685,-0.007057198306280932
2686,-0.007057198306280932
2687,0.007700420021001131
2696,0.0
2697,0.0006152261221301636
2698,0.05041497234598746
2699,0.05041497234598746
2700,-0.042727512012145974
2701,-0.042727512012145974
2702,-0.024684486693717367
2703,-0.044003393730227214
2704,0.0173283238815376
2705,0.0
2706,-0.015285845774559603
2718,-0.0025211033664541693
2719,0.017989874576572307
2737,-0.006337664101403351
2745,0.012970907567297463
2746,0.006914685317264135
2747,0.012970907567297463
2757,0.0206100577081616
2758,-0.021932443747630148
2759,-0.0032773453502663585
2760,-0.021932443747630148
2761,0.03362048749737334
2781,-0.004060863081585819
2782,-0.004060863081585819
2783,0.018688319455125058
2784,-0.009392131844763396
2785,0.009635581302187113
2786,-0.004060863081585819
2797,-0.02112943156320113
2798,-0.012919896640826933
2799,0.0
2800,-0.015057625951149234
2831,0.004063205417607296
2832,0.00912694408226411
2833,-0.02048042617095014
2834,0.008376585560430971
2835,-0.023912999999999962
2836,0.0
2837,0.00912694408226411
2838,-0.023912999999999962
2839,-0.023912999999999962
2840,0.0336538913310267
2841,0.0336538913310267
2842,0.0336538913310267
2843,0.012464776338368289
2844,0.012464776338368289
2871,0.0014342416893913246
2872,0.0
2904,0.008098574086242483
2905,0.0011063695274222685
2906,0.01680945558120972
2907,0.0
2921,0.008239947264337522
2922,0.026915822838476933
2923,0.022541376232115384
2931,0.0
2932,0.034037556687936954
2936,-0.10081136468214236
2937,-0.016714520326076898
2938,0.023095382165934986
2939,-0.003902133296101229
2940,0.0
2946,0.01196089939418954
2958,-0.00757744612385669
2959,0.04405746961131851
2960,0.0
2968,-0.002641247171203398
2969,0.007171208312920063
2970,-0.005413240831404265
2971,0.0
2974,0.015196054294021044
3010,0.0
3011,0.015706806282722363
3012,0.0
3026,0.0
3027,0.0
3028,0.00971350169985441
3037,0.014666327446872351
3038,0.009442870632672351
3039,0.01707828554198576
3047,0.007727975270479082
3048,-0.02876712328767128
3049,0.01810584958217265
3050,-0.00591715976331364
3051,0.0235294117647058
3058,0.004631105350896947
3059,-0.00697531683654673
3069,-0.008270933764117139
3070,0.0
3071,-0.006175221922037788
3085,-0.027795923474338236
3086,0.0020229399319504626
3087,0.0
3088,0.0
3092,0.0
3093,-0.019872249822569188
3094,-0.015317286652078876
3095,-0.019872249822569188
3096,-0.015317286652078876
3103,0.016729867645332686
3104,0.0045704069730534425
3105,0.0008830243020536699
3106,0.0045704069730534425
3117,0.0
3118,-0.027975176998775053
3129,-0.003381304519081141
3130,0.022207320487627857
3131,0.006273338245128102
3148,0.05314322747893718
3149,0.0
3150,0.0341715667311413
3160,-0.005076192635726229
3161,0.006670138532580916
3162,0.008999999999999897
3173,0.007074602051644785
3174,0.007024973903230647
3175,0.0
3200,-0.03028571428571436
3201,-0.019073049780659934
3202,-0.019073049780659934
3203,0.0019856631853520934
3204,0.0019856631853520934
3205,-0.014353125946655054
3206,0.008538754289516115
3216,-0.013138063556233592
3217,-0.0033644859813084516
3218,0.0018684230194319085
3219,0.02778797074954298
3225,-0.0014025245441794398
3226,-0.0076548364648573175
3253,-0.009304167043048817
3254,0.016576714858260733
3255,0.013476020610384554
3280,0.0
3281,-0.004551332899869975
3282,-0.011890623609489115
3283,0.03133117535052787
3298,0.0
3299,0.014809564271908826
3350,-0.032827045565899104
3351,0.02268758357797096
3352,0.02268758357797096
3353,0.02268758357797096
3365,0.01603671340416457
3381,-0.00988725030746751
3387,0.006749555950266384
3410,-0.015589541258206996
3411,0.0006152261221301636
3412,0.0006152261221301636
3413,0.0006152261221301636
3414,0.00398406385839678
3445,-0.0025211033664541693
3446,-0.012014652014651905
3447,-0.012014652014651905
3448,-0.0025211033664541693
3449,0.0020554837460655673
3455,0.0
3460,0.03874714364698573
3461,0.008528111181301368
3462,0.006914685317264135
3475,-0.021932443747630148
3476,-0.0032773453502663585
3477,0.005493302113107834
3478,0.008405084223146453
3479,0.013785725820329775
3480,-0.014135702746365109
3491,-0.004291809881681319
3492,0.0
3493,0.009221260088434713
3494,0.009221260088434713
3495,-0.009392131844763396
3501,-0.02247189295070029
3502,0.0015624609069830875
3503,-0.03471223146446878
3504,0.0
3505,0.0
3574,-0.023912999999999962
3575,-0.013363072901422246
3576,-0.004368546465448708
3577,-0.023912999999999962
3578,0.025100942407034754
3579,0.005642317463441238
3580,0.008376585560430971
3594,0.0014342416893913246
3595,-0.014049457584919045
3603,0.0
3604,-0.008383056720668303
3605,-0.0032061762810048355
3633,-0.019376042056616027
3640,-0.010486690252398234
3643,-0.007322504092689752
3644,-0.10081136468214236
3645,-0.016714520326076898
3646,0.017008557856140305
3647,0.017008557856140305
3653,0.01196089939418954
3654,0.01196089939418954
3674,-0.19715564107775518
3675,0.03842708953333096
3694,-0.018889511400522974
3695,0.014998545589459233
3696,0.01689478491728602
3698,0.017205395797565304
3699,-0.007540792810975749
3738,0.0
3739,0.002071517455801253
3765,-0.010101057715196982
3772,0.0
3773,0.009442870632672351
3774,0.009442870632672351
3779,-0.02876712328767128
3780,0.011904761904761862
3803,0.009226821361329574
3804,0.004029789400021189
3805,0.0114129402252523
3806,0.009226821361329574
3825,0.0
3826,-0.015953625815808503
3827,0.029108365110846135
3868,0.0
3869,-0.012869367856202185
3870,0.0
3871,-0.00758243709367723
3902,-0.008539709649872052
3903,0.011374407582938284
3904,0.0
3905,0.0
3906,-0.024528301886792447
3907,-0.005235602094240899
3924,0.04062067549064352
3925,0.0
3926,0.0
3927,0.0
3962,-0.03151365593249522
3963,0.0
3997,0.0
3998,0.0
4030,0.034458004307250656
4031,0.0
4032,-0.008287292817679592
4069,0.014862934748586465
4070,0.0
4125,0.0
4126,-0.008169365020423314
4173,0.020212245582150068
4174,0.011264097979617471
4175,-0.004981302348003869
4176,0.011264097979617471
4177,0.0
4178,0.0
4205,-0.027272770562770665
4206,-0.015866517493897336
4222,-0.013636363636363669
4223,0.00990099009900991
4224,0.0
4225,-0.0009285051067781103
4226,0.0
4227,0.013940520446096727
4279,-0.019958672400504862
4280,0.0
4281,0.0
4298,-0.0069330139672164615
4299,-0.0069330139672164615
4316,0.0002462987992042365
4317,0.0
4336,-0.0007267441860464574
4337,-0.02388472159763677
4351,-0.04002624671916011
4352,0.02393418100224376
4390,0.032901870422543444
4391,0.0
4392,0.0
4403,-0.005363237445148883
4417,-0.03236295966667824
4418,-0.03236295966667824
4419,-0.01984320627802194
4420,0.0
4443,0.04169644885164514
4444,0.011507702606495807
4445,-0.013234269793359621
4446,0.0
4447,0.02491846820955912
4464,0.014510277236379876
4465,0.0
4510,0.01107174490699725
4511,-0.010052404285507133
4512,0.0
4578,-0.05709237786933474
4579,-0.05709237786933474
4612,-0.013721804253349457
4613,0.006088825214899618
4614,0.003564040450871442
4615,0.0
4616,0.0
4617,0.0
4661,0.0009034327281975951
4662,-0.07215265139676064
4663,-0.07215265139676064
4703,-0.04073205190483764
4704,0.0
4705,-0.018419489007724277
4706,-0.02682763246143527
4707,-0.04073205190483764
4708,0.01640464798359531
4797,-0.01363820670601279
4798,-0.013549134617032998
4810,-0.00847998399999994
4811,0.0
4812,0.0
4840,0.0
4864,0.0
4865,0.02510689169623115
4880,-0.07736647686184683
4881,-0.009354536950420989
4882,-0.009354536950420989
4883,0.003245824822833532
4884,0.0
4885,0.00030574922612380817
4920,-0.004374928487295926
4936,0.0074230749767518756
4977,-0.004968639485605886
4978,-0.004968639485605886
4979,0.0
4980,0.02221891406408938
5004,-0.0016436226166994805
5005,-0.009807320833881694
5045,-0.0005452562704472141
5046,0.006343771626297512
5047,0.0
5048,0.009566741699493786
5076,-0.018726684516541026
5077,-0.03510436432637565
5088,0.006384677030513819
5089,-0.0485139444280569
5090,0.0
5091,0.0038211692777989636
5092,0.006384677030513819
5093,-0.0180378354597448
5094,-0.0180378354597448
5112,-0.08588957055214719
5113,-0.08588957055214719
5114,-0.049645390070921835
5115,0.06349206349206349
5116,0.0
5117,-0.24626865671641796
5148,0.0
5149,0.00038777145310531225
5166,0.004255283537046628
5167,0.029108365110846135
5168,-0.022530294627383096
5169,-0.0010821789712184282
5170,0.015837937384898693
5195,-0.006402294149030707
5196,-0.04908834065413148
5200,0.0
5201,0.0
5202,-0.021555763823805085
5203,0.031128404669260812
5204,0.061111111111111116
5218,0.007934663161762057
5219,-0.011507479597066106
5220,0.02383179962223836
5233,0.014017859093391705
5234,0.0028880684877954366
5235,0.027031963470319553
5262,-0.019634768043677253
5263,0.0
5302,-0.010071942446043258
5303,0.03115727002967361
5304,0.0021582733812948174
5305,0.005502063273727709
5306,0.005502063273727709
5307,0.0
5308,-0.010071942446043258
5309,-0.008287292817679592
5336,0.007002801120448154
5337,-0.03907380607814759
5338,0.0
5370,0.0018362467866324117
5371,0.01074077777777771
5372,0.020444835740489165
5373,0.020444835740489165
5374,0.01074077777777771
5375,0.0
5376,-0.008169365020423314
5394,0.02332467604590871
5395,0.023294819232202668
5396,0.0
5397,-0.0021770501120654817
5421,-0.005260987667381145
5422,0.0
5423,0.0027751617587805644
5439,-0.036941580756013725
5440,0.03051438535309492
5441,0.03051438535309492
5442,0.016865079365079305
5481,-0.019958672400504862
5482,0.04064178398009943
5483,0.0040733538381994006
5500,0.0
5501,0.01129742237255349
5507,-0.028198510382939523
5519,0.029866857507489852
5536,-0.013929618768328544
5537,-0.013929618768328544
5563,0.032901870422543444
5564,0.0
5587,0.0
5588,0.013513467859753714
5589,-0.023376675324675356
5604,0.01518367346938776
5605,0.01518367346938776
5606,-0.03236295966667824
5607,0.0
5608,-0.01984320627802194
5609,-0.01984320627802194
5610,0.0
5611,0.0
5612,-0.03236295966667824
5631,0.012960938547486034
5632,0.0019853517765120454
5633,-0.032456740877913615
5634,0.015891055979365687
5648,0.014510277236379876
5649,-0.0035758043161024933
5664,-0.010052404285507133
5665,-0.07569203824861426
5666,0.0
5667,-0.032756245542524765
5690,-0.05709237786933474
5691,-0.005485491099437523
5692,-0.005485491099437523
5693,0.0
5708,-0.013721804253349457
5709,0.007379451556460026
5710,0.003568707604481247
5711,0.026659331249482277
5712,0.016017880723000255
5713,0.0
5714,-0.013256217078860821
5726,-0.025528572086863432
5727,0.05462721546827698
5728,-0.020354069595630242
5729,0.0
5741,-0.05312710154673839
5742,0.1500340122199595
5743,0.0
5744,0.0
5745,0.0
5746,-0.018419489007724277
5747,0.0
5787,0.0
5788,0.0
5789,0.018816068051079604
5799,-0.00847998399999994
5810,-0.01711493803838937
5831,-0.004141858551854449
5832,-0.004141858551854449
5833,0.04791554000854181
5847,0.003245824822833532
5848,0.0
5849,0.0
5850,0.005502904478841497
5851,0.0
5852,-0.007888289074280519
5866,0.0
5867,0.006802703408243405
5868,0.0
5888,-0.02370368253968258
5889,0.04140472487741764
5890,-0.0031616983550518674
5921,0.02221891406408938
5922,0.0
5923,0.019543973651999114
5924,0.02593538905712567
5934,-0.0006905386978776074
5935,-0.0016436226166994805
5936,0.0
5937,0.0
5969,-0.013303879528609786
5970,0.0
5971,-0.021678710394663514
5981,0.005486922474306155
5982,0.0
5983,-0.03510436432637565
5994,-0.01979444232965355
5995,0.006384677030513819
5996,0.0
5997,0.014699127239320209
5998,-0.0180378354597448
6015,-0.058479532163742576
6016,0.16666666666666652
6017,-0.14925373134328346
6018,-0.05369127516778527
6019,0.0
6020,0.21100917431192667
6021,-0.24626865671641796
6022,-0.1923076923076923
6038,0.024606614578192243
6039,-0.01574200897836775
6043,0.018786163294797653
6044,0.009750739987333334
6045,0.004021901279707363
6059,-0.015546674996487542
6060,-0.01333570755094915
6061,-0.00483266520194503
6062,0.0
6063,-0.00483266520194503
6066,0.0
6067,-0.021555763823805085
6068,0.031128404669260812
6079,0.02383179962223836
6086,-0.045135597366258384
6087,0.014017859093391705
6088,0.0
6104,-0.019634768043677253
6105,0.0
6106,-0.017596900506955393
6122,-0.010071942446043258
6123,0.0
6124,-0.008287292817679592
6135,0.0014605159951064373
6136,0.01317651764705885
6137,0.014862934748586465
6138,-0.03907380607814759
6139,0.028028078078078167
6176,0.0018362467866324117
6177,0.005910602142593202
6178,0.0
6179,0.01074077777777771
6180,0.022932293233082657
6181,-0.030469897209985275
6182,0.022399392558845932
6183,0.00935979069111914
6184,0.01743327215998791
6221,-0.013421566711188881
6222,0.023294819232202668
6223,0.0
6224,-0.013372989929007817
6225,0.0
6226,0.0
6232,0.0
6233,0.020803782505910196
6234,-0.005260987667381145
6235,-0.005260987667381145
6253,0.0
6254,-0.0037914691943128354
6255,-0.0009285051067781103
6256,0.03051438535309492
6257,-0.0009285051067781103
6258,-0.027497708524289677
6259,0.037735849056603765
6280,0.009734776443948379
6281,-0.019958672400504862
6282,-0.04419324959940918
6283,0.0
6290,-0.03590871463269951
6291,-0.009774847097663852
6297,0.0002462987992042365
6298,0.009105530262452977
6299,0.035930453964314824
6314,0.0
6322,-0.013929618768328544
6330,0.032901870422543444
6335,0.0
6352,-0.034354817961583795
6353,-0.03236295966667824
6354,-0.03236295966667824
6355,-0.006852258233750241
6356,0.007244128969389418
6372,0.011507702606495807
6373,-0.013234269793359621
6374,-0.010279703070537716
6389,0.0
6398,-0.01644895984518646
6399,-0.010052404285507133
6409,-0.005485491099437523
6410,-0.021472419925476327
6411,0.0
6412,0.0
6413,0.0
6425,-0.013256217078860821
6426,0.0
6427,0.009467903626814822
6429,0.008418611450307534
6430,0.008418611450307534
6446,-0.05312710154673839
6447,-0.05312710154673839
6448,0.1500340122199595
6449,-0.04073205190483764
6450,0.0
6451,0.0
6452,0.0
6453,-0.05312710154673839
6454,0.0
6455,-0.024911030550947122
6470,0.0
6505,0.0
6506,0.0
6507,-0.007791803266068209
6516,-0.01711493803838937
6524,-0.004141858551854449
6532,0.0
6533,0.003245824822833532
6534,0.003245824822833532
6535,0.0
6536,0.0
6543,0.0
6544,0.0
6568,0.014301169477739073
6569,0.029558658835165064
6570,0.0
6579,-0.008598134278717473
6580,-0.0031143259676703616
6581,0.0
6582,0.0
6597,0.02440746374248315
6598,-0.0006905386978776074
6599,-0.0341497067954466
6600,-0.009807320833881694
6638,-0.02643386665505565
6639,0.0
6646,-0.012932979214780427
6647,-0.00428984747378458
6648,-0.00428984747378458
6649,-0.00428984747378458
6650,-0.012932979214780427
6651,0.02181294337435502
6660,0.0
6661,0.006384677030513819
6662,0.0
6663,0.03046594982078843
6664,0.006384677030513819
6674,-0.014705882352941346
6684,0.024606614578192243
6685,-0.0065089112426035545
